Cod. Municipio|Departamento|Municipio|Subregión PDET|ZOMAC
47660|Magdalena|Sabanas de San Ángel||0
47675|Magdalena|Salamina||0
47692|Magdalena|San Sebastián de Buenavista||0
47703|Magdalena|San Zenón||0
47707|Magdalena|Santa Ana||0
47720|Magdalena|Santa Bárbara de Pinto||0
47745|Magdalena|Sitionuevo||0
47798|Magdalena|Tenerife||0
47960|Magdalena|Zapayán||0
47980|Magdalena|Zona Bananera||0
50001|Meta|Villavicencio||0
50006|Meta|Acacías||0
50110|Meta|Barranca de Upía||1
50124|Meta|Cabuyaro||0
50150|Meta|Castilla la Nueva||0
50223|Meta|Cubarral||1
50226|Meta|Cumaral||0
50245|Meta|El Calvario||1
50251|Meta|El Castillo||1
50270|Meta|El Dorado||1
50287|Meta|Fuente de Oro||1
50313|Meta|Granada||1
50318|Meta|Guamal||0
50325|Meta|Mapiripán|MACARENA - GUAVIARE|1
50330|Meta|Mesetas|MACARENA - GUAVIARE|1
50350|Meta|La Macarena|MACARENA - GUAVIARE|1
50370|Meta|Uribe|MACARENA - GUAVIARE|1
50400|Meta|Lejanías||1
50450|Meta|Puerto Concordia|MACARENA - GUAVIARE|1
50568|Meta|Puerto Gaitán||1
50573|Meta|Puerto López||0
50577|Meta|Puerto Lleras|MACARENA - GUAVIARE|1
50590|Meta|Puerto Rico|MACARENA - GUAVIARE|1
50606|Meta|Restrepo||0
50680|Meta|San Carlos de Guaroa||0
50683|Meta|San Juan de Arama||1
50686|Meta|San Juanito||1
50689|Meta|San Martín||1
50711|Meta|Vistahermosa|MACARENA - GUAVIARE|1
52001|Nariño|Pasto||0
52019|Nariño|Albán||0
52022|Nariño|Aldana||0
52036|Nariño|Ancuya||0
52051|Nariño|Arboleda||0
52079|Nariño|Barbacoas|PACÍFICO Y FRONTERA NARIÑENSE|1
52083|Nariño|Belén||0
52110|Nariño|Buesaco||0
52203|Nariño|Colón||0
52207|Nariño|Consacá||0
52210|Nariño|Contadero||0
52215|Nariño|Córdoba||0
52224|Nariño|Cuaspud Carlosama||0
52227|Nariño|Cumbal||0
52233|Nariño|Cumbitara|ALTO PATÍA Y NORTE DEL CAUCA|1
52240|Nariño|Chachagüí||0
52250|Nariño|El Charco|PACÍFICO Y FRONTERA NARIÑENSE|1
52254|Nariño|El Peñol||1
52256|Nariño|El Rosario|ALTO PATÍA Y NORTE DEL CAUCA|1
52258|Nariño|El Tablón de Gómez||0
52260|Nariño|El Tambo||0
52287|Nariño|Funes||0
52317|Nariño|Guachucal||0
52320|Nariño|Guaitarilla||0
52323|Nariño|Gualmatán||0
52352|Nariño|Iles||0
52354|Nariño|Imués||0
52356|Nariño|Ipiales||1
52378|Nariño|La Cruz||0
52381|Nariño|La Florida||0
52385|Nariño|La Llanada||1
52390|Nariño|La Tola|PACÍFICO Y FRONTERA NARIÑENSE|1
52399|Nariño|La Unión||0
52405|Nariño|Leiva|ALTO PATÍA Y NORTE DEL CAUCA|1
52411|Nariño|Linares||1
52418|Nariño|Los Andes|ALTO PATÍA Y NORTE DEL CAUCA|1
52427|Nariño|Magüí|PACÍFICO Y FRONTERA NARIÑENSE|1
52435|Nariño|Mallama||1
52473|Nariño|Mosquera|PACÍFICO Y FRONTERA NARIÑENSE|1
52480|Nariño|Nariño||0
52490|Nariño|Olaya Herrera|PACÍFICO Y FRONTERA NARIÑENSE|1
52506|Nariño|Ospina||0
52520|Nariño|Francisco Pizarro|PACÍFICO Y FRONTERA NARIÑENSE|1
52540|Nariño|Policarpa|ALTO PATÍA Y NORTE DEL CAUCA|1
52560|Nariño|Potosí||0
52565|Nariño|Providencia||0
52573|Nariño|Puerres||1
52585|Nariño|Pupiales||0
52612|Nariño|Ricaurte|PACÍFICO Y FRONTERA NARIÑENSE|1
52621|Nariño|Roberto Payán|PACÍFICO Y FRONTERA NARIÑENSE|1
52678|Nariño|Samaniego||1
52683|Nariño|Sandoná||0
52685|Nariño|San Bernardo||0
52687|Nariño|San Lorenzo||0
52693|Nariño|San Pablo||0
52694|Nariño|San Pedro de Cartago||0
52696|Nariño|Santa Bárbara|PACÍFICO Y FRONTERA NARIÑENSE|1
52699|Nariño|Santacruz||0
52720|Nariño|Sapuyes||0
52786|Nariño|Taminango||0
52788|Nariño|Tangua||0
52835|Nariño|San Andrés de Tumaco|PACÍFICO Y FRONTERA NARIÑENSE|1
52838|Nariño|Túquerres||0
52885|Nariño|Yacuanquer||0
54001|Norte de Santander|San José de Cúcuta||0
54003|Norte de Santander|Ábrego||0
54051|Norte de Santander|Arboledas||0
54099|Norte de Santander|Bochalema||0
54109|Norte de Santander|Bucarasica||1
54125|Norte de Santander|Cácota||0
54128|Norte de Santander|Cáchira||0
54172|Norte de Santander|Chinácota||0
54174|Norte de Santander|Chitagá||0
54206|Norte de Santander|Convención|CATATUMBO|1
54223|Norte de Santander|Cucutilla||0
54239|Norte de Santander|Durania||0
54245|Norte de Santander|El Carmen|CATATUMBO|1
54250|Norte de Santander|El Tarra|CATATUMBO|1
54261|Norte de Santander|El Zulia||1
54313|Norte de Santander|Gramalote||0
54344|Norte de Santander|Hacarí|CATATUMBO|1
54347|Norte de Santander|Herrán||0
54377|Norte de Santander|Labateca||0
54385|Norte de Santander|La Esperanza||0
54398|Norte de Santander|La Playa||1
54405|Norte de Santander|Los Patios||0
54418|Norte de Santander|Lourdes||0
54480|Norte de Santander|Mutiscua||0
54498|Norte de Santander|Ocaña||0
54518|Norte de Santander|Pamplona||0
54520|Norte de Santander|Pamplonita||0
54553|Norte de Santander|Puerto Santander||0
54599|Norte de Santander|Ragonvalia||0
54660|Norte de Santander|Salazar||0
54670|Norte de Santander|San Calixto|CATATUMBO|1
54673|Norte de Santander|San Cayetano||0
54680|Norte de Santander|Santiago||1
54720|Norte de Santander|Sardinata|CATATUMBO|1
54743|Norte de Santander|Silos||0
54800|Norte de Santander|Teorama|CATATUMBO|1
54810|Norte de Santander|Tibú|CATATUMBO|1
54820|Norte de Santander|Toledo||0
54871|Norte de Santander|Villa Caro||0
54874|Norte de Santander|Villa del Rosario||0
63001|Quindio|Armenia||0
63111|Quindio|Buenavista||0
63130|Quindio|Calarcá||0
63190|Quindio|Circasia||0
63212|Quindio|Córdoba||0
63272|Quindio|Filandia||0
63302|Quindio|Génova||1
63401|Quindio|La Tebaida||0
63470|Quindio|Montenegro||0
63548|Quindio|Pijao||1
63594|Quindio|Quimbaya||0
63690|Quindio|Salento||1
66001|Risaralda|Pereira||0
66045|Risaralda|Apía||0
66075|Risaralda|Balboa||1
66088|Risaralda|Belén de Umbría||0
66170|Risaralda|Dosquebradas||0
66318|Risaralda|Guática||0
66383|Risaralda|La Celia||0
66400|Risaralda|La Virginia||0
66440|Risaralda|Marsella||0
66456|Risaralda|Mistrató||1
66572|Risaralda|Pueblo Rico||1
66594|Risaralda|Quinchía||1
66682|Risaralda|Santa Rosa de Cabal||0
66687|Risaralda|Santuario||0
68001|Santander|Bucaramanga||0
68013|Santander|Aguada||0
68020|Santander|Albania||0
68051|Santander|Aratoca||0
68077|Santander|Barbosa||0
68079|Santander|Barichara||0
68081|Santander|Barrancabermeja||0
68092|Santander|Betulia||0
68101|Santander|Bolívar||1
68121|Santander|Cabrera||0
68132|Santander|California||0
68147|Santander|Capitanejo||0
68152|Santander|Carcasí||0
68160|Santander|Cepitá||0
68162|Santander|Cerrito||0
68167|Santander|Charalá||0
68169|Santander|Charta||1
68176|Santander|Chimá||0
68179|Santander|Chipatá||0
68190|Santander|Cimitarra||0
68207|Santander|Concepción||0
68209|Santander|Confines||0
68211|Santander|Contratación||0
68217|Santander|Coromoro||0
68229|Santander|Curití||0
68235|Santander|El Carmen de Chucurí||0
68245|Santander|El Guacamayo||0
68250|Santander|El Peñón||0
68255|Santander|El Playón||1
68264|Santander|Encino||0
68266|Santander|Enciso||0
68271|Santander|Florián||0
68276|Santander|Floridablanca||0
68296|Santander|Galán||0
68298|Santander|Gámbita||0
68307|Santander|Girón||0
68318|Santander|Guaca||0
68320|Santander|Guadalupe||0
68322|Santander|Guapotá||0
68324|Santander|Guavatá||0
68327|Santander|Güepsa||0
68344|Santander|Hato||0
68368|Santander|Jesús María||0
68370|Santander|Jordán||0
68377|Santander|La Belleza||1
68385|Santander|Landázuri||1
68397|Santander|La Paz||0
68406|Santander|Lebrija||0
68418|Santander|Los Santos||0
68425|Santander|Macaravita||0
68432|Santander|Málaga||0
68444|Santander|Matanza||1
68464|Santander|Mogotes||0
68468|Santander|Molagavita||0
68498|Santander|Ocamonte||0
68500|Santander|Oiba||0
68502|Santander|Onzaga||0
68522|Santander|Palmar||0
68524|Santander|Palmas del Socorro||0
68533|Santander|Páramo||0
68547|Santander|Piedecuesta||0
68549|Santander|Pinchote||0
68572|Santander|Puente Nacional||0
68573|Santander|Puerto Parra||0
68575|Santander|Puerto Wilches||0
68615|Santander|Rionegro||1
68655|Santander|Sabana de Torres||1
68669|Santander|San Andrés||0
68673|Santander|San Benito||0
68679|Santander|San Gil||0
68682|Santander|San Joaquín||0
68684|Santander|San José de Miranda||0
68686|Santander|San Miguel||0
68689|Santander|San Vicente de Chucurí||0
68705|Santander|Santa Bárbara||0
68720|Santander|Santa Helena del Opón||0
68745|Santander|Simacota||0
68755|Santander|Socorro||0
68770|Santander|Suaita||0
68773|Santander|Sucre||1
68780|Santander|Suratá||1
68820|Santander|Tona||0
68855|Santander|Valle de San José||0
68861|Santander|Vélez||0
68867|Santander|Vetas||0
68872|Santander|Villanueva||0
68895|Santander|Zapatoca||0
70001|Sucre|Sincelejo||0
70110|Sucre|Buenavista||0
70124|Sucre|Caimito||0
70204|Sucre|Coloso|MONTES DE MARÍA|1
70215|Sucre|Corozal||0
70221|Sucre|Coveñas||0
70230|Sucre|Chalán|MONTES DE MARÍA|1
70233|Sucre|El Roble||0
70235|Sucre|Galeras||0
70265|Sucre|Guaranda||0
70400|Sucre|La Unión||0
70418|Sucre|Los Palmitos|MONTES DE MARÍA|1
70429|Sucre|Majagual||0
70473|Sucre|Morroa|MONTES DE MARÍA|1
70508|Sucre|Ovejas|MONTES DE MARÍA|1
70523|Sucre|Palmito|MONTES DE MARÍA|1
70670|Sucre|Sampués||0
70678|Sucre|San Benito Abad||0
70702|Sucre|San Juan de Betulia||0
70708|Sucre|San Marcos||0
70713|Sucre|San Onofre|MONTES DE MARÍA|1
70717|Sucre|San Pedro||0
70742|Sucre|San Luis de Sincé||0
70771|Sucre|Sucre||0
70820|Sucre|Santiago de Tolú||0
70823|Sucre|Tolú Viejo|MONTES DE MARÍA|1
73001|Tolima|Ibagué||0
73024|Tolima|Alpujarra||0
73026|Tolima|Alvarado||1
73030|Tolima|Ambalema||0
73043|Tolima|Anzoátegui||1
73055|Tolima|Armero||0
73067|Tolima|Ataco|SUR DEL TOLIMA|1
73124|Tolima|Cajamarca||1
73148|Tolima|Carmen de Apicalá||0
73152|Tolima|Casabianca||1
73168|Tolima|Chaparral|SUR DEL TOLIMA|1
73200|Tolima|Coello||0
73217|Tolima|Coyaima||0
73226|Tolima|Cunday||0
73236|Tolima|Dolores||1
73268|Tolima|Espinal||0
73270|Tolima|Falan||0
73275|Tolima|Flandes||0
73283|Tolima|Fresno||0
73319|Tolima|Guamo||0
73347|Tolima|Herveo||1
73349|Tolima|Honda||0
73352|Tolima|Icononzo||0
73408|Tolima|Lérida||1
73411|Tolima|Líbano||0
73443|Tolima|Mariquita||0
73449|Tolima|Melgar||0
73461|Tolima|Murillo||1
73483|Tolima|Natagaima||0
73504|Tolima|Ortega||1
73520|Tolima|Palocabildo||0
73547|Tolima|Piedras||0
73555|Tolima|Planadas|SUR DEL TOLIMA|1
73563|Tolima|Prado||1
73585|Tolima|Purificación||0
73616|Tolima|Rioblanco|SUR DEL TOLIMA|1
73622|Tolima|Roncesvalles||1
73624|Tolima|Rovira||1
73671|Tolima|Saldaña||0
73675|Tolima|San Antonio||1
73678|Tolima|San Luis||0
73686|Tolima|Santa Isabel||1
73770|Tolima|Suárez||0
73854|Tolima|Valle de San Juan||0
73861|Tolima|Venadillo||1
73870|Tolima|Villahermosa||1
73873|Tolima|Villarrica||1
76001|Valle del Cauca|Cali||0
76020|Valle del Cauca|Alcalá||0
76036|Valle del Cauca|Andalucía||0
76041|Valle del Cauca|Ansermanuevo||1
76054|Valle del Cauca|Argelia||1
76100|Valle del Cauca|Bolívar||1
76109|Valle del Cauca|Buenaventura|PACÍFICO MEDIO|1
76111|Valle del Cauca|Guadalajara de Buga||0
76113|Valle del Cauca|Bugalagrande||0
76122|Valle del Cauca|Caicedonia||1
76126|Valle del Cauca|Calima||1
76130|Valle del Cauca|Candelaria||0
76147|Valle del Cauca|Cartago||0
76233|Valle del Cauca|Dagua||1
76243|Valle del Cauca|El Águila||1
76246|Valle del Cauca|El Cairo||1
76248|Valle del Cauca|El Cerrito||0
76250|Valle del Cauca|El Dovio||1
76275|Valle del Cauca|Florida|ALTO PATÍA Y NORTE DEL CAUCA|1
76306|Valle del Cauca|Ginebra||0
76318|Valle del Cauca|Guacarí||0
76364|Valle del Cauca|Jamundí||0
76377|Valle del Cauca|La Cumbre||0
76400|Valle del Cauca|La Unión||0
76403|Valle del Cauca|La Victoria||0
76497|Valle del Cauca|Obando||0
76520|Valle del Cauca|Palmira||0
76563|Valle del Cauca|Pradera|ALTO PATÍA Y NORTE DEL CAUCA|1
76606|Valle del Cauca|Restrepo||0
76616|Valle del Cauca|Riofrío||1
76622|Valle del Cauca|Roldanillo||1
76670|Valle del Cauca|San Pedro||0
76736|Valle del Cauca|Sevilla||0
76823|Valle del Cauca|Toro||0
76828|Valle del Cauca|Trujillo||0
76834|Valle del Cauca|Tuluá||0
76845|Valle del Cauca|Ulloa||0
76863|Valle del Cauca|Versalles||0
76869|Valle del Cauca|Vijes||0
76890|Valle del Cauca|Yotoco||1
76892|Valle del Cauca|Yumbo||0
76895|Valle del Cauca|Zarzal||0
81001|Arauca|Arauca||1
81065|Arauca|Arauquita|ARAUCA|1
81220|Arauca|Cravo Norte||1
81300|Arauca|Fortul|ARAUCA|1
81591|Arauca|Puerto Rondón||1
81736|Arauca|Saravena|ARAUCA|1
81794|Arauca|Tame|ARAUCA|1
85001|Casanare|Yopal||0
85010|Casanare|Aguazul||1
85015|Casanare|Chámeza||1
85125|Casanare|Hato Corozal||1
85136|Casanare|La Salina||1
85139|Casanare|Maní||1
85162|Casanare|Monterrey||1
85225|Casanare|Nunchía||0
85230|Casanare|Orocué||0
85250|Casanare|Paz de Ariporo||1
85263|Casanare|Pore||1
85279|Casanare|Recetor||1
85300|Casanare|Sabanalarga||1
85315|Casanare|Sácama||1
85325|Casanare|San Luis de Palenque||0
85400|Casanare|Támara||1
85410|Casanare|Tauramena||1
85430|Casanare|Trinidad||0
85440|Casanare|Villanueva||1
86001|Putumayo|Mocoa|PUTUMAYO|1
86219|Putumayo|Colón||0
86320|Putumayo|Orito|PUTUMAYO|1
86568|Putumayo|Puerto Asís|PUTUMAYO|1
86569|Putumayo|Puerto Caicedo|PUTUMAYO|1
86571|Putumayo|Puerto Guzmán|PUTUMAYO|1
86573|Putumayo|Puerto Leguízamo|PUTUMAYO|1
86749|Putumayo|Sibundoy||0
86755|Putumayo|San Francisco||0
86757|Putumayo|San Miguel|PUTUMAYO|1
86760|Putumayo|Santiago||0
86865|Putumayo|Valle del Guamuez|PUTUMAYO|1
86885|Putumayo|Villagarzón|PUTUMAYO|1
88001|Archipiélago de San Andrés|San Andrés||0
88564|Archipiélago de San Andrés|Providencia||0
91001|Amazonas|Leticia||0
91263|Amazonas|El Encanto (ANM)||0
91405|Amazonas|La Chorrera (ANM)||0
91407|Amazonas|La Pedrera (ANM)||0
91430|Amazonas|La Victoria (ANM)||0
91460|Amazonas|Miriti - Paraná (ANM)||0
91530|Amazonas|Puerto Alegría (ANM)||0
91536|Amazonas|Puerto Arica (ANM)||0
91540|Amazonas|Puerto Nariño||0
91669|Amazonas|Puerto Santander (ANM)||0
91798|Amazonas|Tarapacá (ANM)||0
94001|Guainía|Inírida||0
94343|Guainía|Barrancominas*||0
94663|Guainía|Mapiripana (ANM)||0
94883|Guainía|San Felipe (ANM)||0
94884|Guainía|Puerto Colombia (ANM)||0
94885|Guainía|La Guadalupe (ANM)||0
94886|Guainía|Cacahual (ANM)||0
94887|Guainía|Pana Pana (ANM)||0
94888|Guainía|Morichal (ANM)||0
95001|Guaviare|San José del Guaviare|MACARENA - GUAVIARE|1
95015|Guaviare|Calamar|MACARENA - GUAVIARE|1
95025|Guaviare|El Retorno|MACARENA - GUAVIARE|1
95200|Guaviare|Miraflores|MACARENA - GUAVIARE|1
97001|Vaupés|Mitú||0
97161|Vaupés|Carurú||1
97511|Vaupés|Pacoa (ANM)||0
97666|Vaupés|Taraira||0
97777|Vaupés|Papunahua (ANM)||0
97889|Vaupés|Yavaraté (ANM)||0
99001|Vichada|Puerto Carreño||0
99524|Vichada|La Primavera||0
99624|Vichada|Santa Rosalía||0
99773|Vichada|Cumaribo||1
